"IDENTITY_NAME","LAST_PLAN_NAME","CHURNED","HAS_BEEN_ADOPTED","LIFETIME","BILLING_CYCLE_FIXED","APPOINTMENTS_PER_WEEK","PAYMENTS_PER_WEEK","DIRECTORY_TYPE"
Fitness,vCita Essentials (Annual),1,1,1506,Annual,0.442895,0.78,Direct
"Education, Instruction & Tutoring",vCita Essentials (Annual),1,0,1357,Annual,0.008843,0,Direct
Business Services,vCita Essentials (Annual),0,0,385,Annual,0.041558,0,Direct
"Sales, Marketing & Advertising",vCita Platinum Single (Monthly),0,0,62,Monthly,0.000000,0,Reseller
IT & Web,vCita Essentials (Monthly),1,0,1961,Monthly,0.030597,0.076,Reseller
"Education, Instruction & Tutoring",vCita Essentials (Monthly),0,1,1225,Monthly,0.457959,0,Direct
Business Services,vCita Business (Monthly),0,0,1429,Monthly,0.001400,0,Reseller
Business Services,Business (Annual),0,0,486,Annual,0.000000,0,Direct
Coaching & Consulting,vCita Online Scheduling (Annual),0,0,380,Annual,0.010526,0,Direct
Health & Wellness,vCita Essentials (Annual),1,0,1286,Annual,0.001555,0.109,Direct
Business Services,vCita Essentials (Annual),1,0,999,Annual,0.012012,0,Direct
Counseling & Mental Health,vCita Essentials (Monthly),0,0,228,Monthly,0.026316,0.154,Direct
Beauty & Personal Care,vCita Essentials (Monthly),0,0,422,Monthly,0.004739,0.307,Direct
Auto Services,vCita Online Scheduling (Monthly),0,0,31,Monthly,0.000000,0,Direct
Coaching & Consulting,vCita Essentials (Annual),0,0,394,Annual,0.000000,0,Direct
Financial Services,vCita Online Scheduling (Monthly),1,0,1850,Monthly,0.024865,0,Direct
Business Services,vCita Business (Monthly),0,0,123,Monthly,0.016260,0,Direct
"Home & Garden Work, Cleaning & Repair",vCita Business (Monthly),0,0,703,Monthly,0.034139,0,Reseller
Business Services,vCita Business (Monthly),0,1,335,Monthly,0.041791,58.448,Direct
Health & Wellness,vCita Essentials (Annual),1,1,1841,Annual,0.000000,6.809,Direct
"Sales, Marketing & Advertising",vCita Essentials (Monthly),0,0,2010,Monthly,0.035821,0,Reseller
"Sales, Marketing & Advertising",vCita Platinum (Annual),0,0,784,Annual,0.007653,0,Direct
Business Services,vCita Essentials (Monthly),0,0,93,Monthly,0.053763,0,Direct
Financial Services,vCita Essentials (Monthly),0,0,272,Monthly,0.000000,0,Direct
Photography & Video,vCita Essentials (Monthly),1,0,133,Monthly,0.127820,0,Direct
Counseling & Mental Health,vCita Essentials (Annual),1,0,245,Annual,0.159184,62.041,Direct
Financial Services,vCita Business (Monthly),1,1,1899,Monthly,0.085835,0,Direct
Business Services,vCita Essentials (Monthly),1,0,671,Monthly,0.029806,0,Reseller
Business Services,vCita Business Single (Annual),1,0,239,Annual,0.000000,0,Direct
"Education, Instruction & Tutoring",vCita Platinum 20 (Annual),1,0,282,Annual,2.095745,0,Direct
Coaching & Consulting,vCita Business (Monthly),1,0,1636,Monthly,0.001222,29.2,Reseller
"Sales, Marketing & Advertising",vCita Essentials (Monthly),0,0,2137,Monthly,0.000000,0,Direct
Business Services,vCita Online Scheduling (Monthly),1,1,399,Monthly,0.060150,2.256,Reseller
Coaching & Consulting,vCita Essentials (Monthly),0,0,92,Monthly,0.021739,0,Direct
Coaching & Consulting,vCita Essentials (Annual),0,0,433,Annual,0.002309,0,Direct
Business Services,Business (Annual),0,0,416,Annual,0.004808,0,Direct
Legal Services,vCita Platinum (Monthly),0,1,334,Monthly,0.314371,0,Direct
Real Estate,vCita Online Scheduling (Annual),0,0,1475,Annual,0.063729,0,Direct
Health & Wellness,vCita Platinum (Monthly),1,0,341,Monthly,0.000000,0,Direct
Business Services,vCita Essentials (Annual),0,0,1001,Annual,0.012987,0,Direct
Counseling & Mental Health,Essentials (Monthly),0,0,201,Monthly,0.134328,11.592,White Label
"Hospitality, Travel & Leisure",vCita Essentials (Monthly),0,0,243,Monthly,0.016461,1.657,Direct
Business Services,vCita Platinum (Monthly),0,0,36,Monthly,0.083333,0,Direct
"Education, Instruction & Tutoring",vCita Essentials (Annual),0,0,1505,Annual,0.003987,0.299,Direct
"Education, Instruction & Tutoring",vCita Essentials (Monthly),0,0,124,Monthly,0.032258,0,Direct
Coaching & Consulting,vCita Business (Annual),0,1,2209,Annual,0.226799,16.885,Direct
"Education, Instruction & Tutoring",vCita Platinum (Monthly),0,1,69,Monthly,5.478261,0,Direct
"Sales, Marketing & Advertising",Business (Annual),0,0,398,Annual,0.000000,0,Direct
Counseling & Mental Health,vCita Essentials (Annual),0,1,1109,Annual,0.617674,3.605,Direct
Coaching & Consulting,vCita Essentials (Annual),0,0,432,Annual,0.000000,0,Direct
Financial Services,vCita Platinum (Annual),1,0,1041,Annual,0.497598,2.125,Direct
Auto Services,vCita Essentials (Annual),0,0,781,Annual,0.000000,0,Direct
"Sales, Marketing & Advertising",vCita Online Scheduling (Monthly),0,0,215,Monthly,0.000000,0,Direct
"Sales, Marketing & Advertising",vCita Business (Annual),0,0,410,Annual,0.000000,0,Direct
Healthcare & Medical,vCita Business (Monthly),0,0,155,Monthly,0.051613,0,Direct
Legal Services,vCita Essentials (Annual),0,0,379,Annual,0.000000,0,Direct
IT & Web,vCita Essentials (Annual),0,0,409,Annual,0.000000,0,Direct
"Education, Instruction & Tutoring",vCita Online Payments (Monthly),0,0,35,Monthly,0.000000,0,Direct
"Home & Garden Work, Cleaning & Repair",vCita Essentials (Monthly),0,0,211,Monthly,0.000000,0,Direct
Business Services,vCita Business (Monthly),0,0,150,Monthly,0.166667,0,Direct
Counseling & Mental Health,vCita Business Single (Monthly),1,1,288,Monthly,3.246528,0,Reseller
Alternative Medicine,vCita Essentials (Monthly),1,1,289,Monthly,0.408304,5.513,Direct
"Hospitality, Travel & Leisure",vCita Essentials (Monthly),0,0,341,Monthly,0.000000,0,Direct
"Home & Garden Work, Cleaning & Repair",vCita Platinum (Monthly),0,1,206,Monthly,0.092233,0,Direct
Real Estate,vCita Platinum Single (Monthly),1,0,115,Monthly,0.008696,0,Direct
Coaching & Consulting,vCita Essentials (Annual),0,0,379,Annual,0.007916,0.33,Direct
Counseling & Mental Health,vCita Essentials (Annual),1,0,1733,Annual,0.028275,7.181,Direct
Government & Non-profit,vCita Business (Monthly),0,0,147,Monthly,0.000000,0,Direct
"Home & Garden Work, Cleaning & Repair",vCita Business (Monthly),1,0,798,Monthly,0.001253,0,Direct
Coaching & Consulting,vCita Essentials (Monthly),1,0,1814,Monthly,0.000000,0,Direct
Financial Services,vCita Business (Annual),1,0,680,Annual,0.000000,0,Direct
"Sales, Marketing & Advertising",vCita Essentials (Monthly),1,1,632,Monthly,0.560127,5.729,Solution Provider
Business Services,Obs. vCita Essentials (Annual),0,0,1095,Annual,0.032877,0,Direct
Government & Non-profit,vCita Essentials (Annual),0,0,389,Annual,0.000000,0,Direct
"Home & Garden Work, Cleaning & Repair",vCita Essentials (Monthly),0,0,153,Monthly,0.000000,0,Direct
Legal Services,vCita Business (Annual),0,0,394,Annual,0.000000,0,Direct
Coaching & Consulting,vCita Essentials (Annual),1,0,96,Annual,0.010417,0,Direct
Business Services,vCita Platinum (Monthly),0,0,324,Monthly,0.000000,0,Direct
Healthcare & Medical,vCita Online Scheduling (Monthly),0,0,962,Monthly,0.100832,0,Direct
"Sales, Marketing & Advertising",vCita Platinum (Monthly),0,1,74,Monthly,0.189189,0,Direct
"Sales, Marketing & Advertising",vCita Online Scheduling (Monthly),0,0,256,Monthly,0.015625,0,Direct
Coaching & Consulting,vCita Business (Annual),0,1,379,Annual,0.010554,5.007,Direct
Government & Non-profit,vCita Essentials (Annual),1,1,516,Annual,0.000000,68.203,Direct
"Home & Garden Work, Cleaning & Repair",vCita Essentials (Monthly),0,0,729,Monthly,0.000000,0,Direct
Coaching & Consulting,vCita Essentials (Monthly),0,0,713,Monthly,0.011220,0,Direct
Healthcare & Medical,vCita Business Single (Annual),1,0,315,Annual,0.301587,0,Direct
"Home & Garden Work, Cleaning & Repair",vCita Platinum (Annual),1,0,445,Annual,0.020225,0,Direct
Auto Services,Essentials (Annual),0,0,730,Annual,0.000000,0,Direct
"Education, Instruction & Tutoring",vCita Essentials (Monthly),0,0,208,Monthly,0.009615,0,Direct
Business Services,vCita Business Single (Monthly),0,0,61,Monthly,0.000000,0,Direct
Coaching & Consulting,vCita Business (Annual),0,0,379,Annual,0.044855,0,Reseller
Auto Services,Business (Annual),0,0,461,Annual,0.000000,0,Direct
Auto Services,vCita Essentials (Monthly),0,0,387,Monthly,0.000000,0,Direct
Financial Services,vCita Essentials (Annual),1,1,1370,Annual,0.400000,29.616,Direct
"Sales, Marketing & Advertising",vCita Essentials (Monthly),0,1,1154,Monthly,0.076256,0,Reseller
IT & Web,vCita Business (Annual),0,1,1846,Annual,0.121343,0,Direct
Business Services,vCita Essentials (Monthly),0,0,1376,Monthly,0.000727,0,Direct
Government & Non-profit,vCita Essentials (Monthly),0,0,70,Monthly,0.000000,0,Direct
Business Services,Business (Annual),0,0,433,Annual,0.000000,0,Direct
Business Services,Obs. vCita Essentials (Annual),0,1,1176,Annual,0.022959,18.325,Direct
Coaching & Consulting,Business (Monthly),0,0,92,Monthly,0.086957,0.799,Direct
Health & Wellness,vCita Essentials (Annual),0,0,1488,Annual,0.000000,0,Direct
Auto Services,vCita Platinum (Monthly),0,1,247,Monthly,0.133603,44.838,Reseller
Coaching & Consulting,vCita Essentials (Monthly),0,0,341,Monthly,0.000000,0,Direct
Legal Services,vCita Essentials (Monthly),0,0,39,Monthly,0.000000,0,Direct
Business Services,vCita Business (Annual),1,1,1876,Annual,0.445629,14.835,Direct
Business Services,vCita Online Scheduling (Monthly),1,1,1955,Monthly,0.073146,0.895,Solution Provider
"Education, Instruction & Tutoring",vCita Essentials (Monthly),0,1,546,Monthly,0.000000,0,Direct
Legal Services,vCita Essentials (Monthly),0,1,551,Monthly,0.000000,27.452,Direct
Business Services,vCita Essentials (Monthly),0,1,1430,Monthly,0.020979,0.671,Direct
Healthcare & Medical,vCita Essentials (Monthly),0,0,1726,Monthly,0.001159,0,Direct
Coaching & Consulting,vCita Online Scheduling (Annual),0,1,744,Annual,0.114247,0,Reseller
Government & Non-profit,vCita Business Single (Monthly),1,0,223,Monthly,1.417040,0,Direct
Financial Services,vCita Platinum Single (Annual),1,0,153,Annual,0.346405,0,Direct
"Sales, Marketing & Advertising",vCita Essentials (Monthly),1,0,4,Monthly,0.000000,2242.5,Direct
Artists & Designers,vCita Business (Annual - Promo),1,0,27,Annual,0.000000,0,Direct
"Education, Instruction & Tutoring",vCita Online Scheduling (Annual),0,0,378,Annual,0.000000,0,Direct
Artists & Designers,vCita Online Scheduling (Annual),0,0,365,Annual,0.000000,0,Direct
IT & Web,vCita Essentials (Monthly),0,1,93,Monthly,0.225806,1.139,Reseller
Coaching & Consulting,Online Scheduling (Annual),1,0,136,Annual,0.036765,0,Solution Provider
"Sales, Marketing & Advertising",vCita Online Scheduling (Monthly),1,0,150,Monthly,0.053333,0,Direct
"Education, Instruction & Tutoring",vCita Business Single (Annual),1,1,260,Annual,0.107692,0,Direct
Alternative Medicine,vCita Essentials (Annual),1,0,130,Annual,0.600000,0,Direct
"Home & Garden Work, Cleaning & Repair",vCita Essentials (Annual),1,0,421,Annual,0.061758,0,Direct
Legal Services,vCita Online Scheduling (Monthly),1,0,552,Monthly,0.016304,1.843,Direct
Legal Services,vCita Online Scheduling (Monthly),0,0,303,Monthly,0.000000,0,Direct
"Sales, Marketing & Advertising",vCita Essentials (Annual),0,1,746,Annual,0.001340,35.404,Direct
Coaching & Consulting,vCita Online Scheduling (Annual),0,0,1814,Annual,0.003859,0,Reseller
Beauty & Personal Care,vCita Essentials (Monthly),0,1,66,Monthly,2.348485,0,Direct
Coaching & Consulting,vCita Essentials (Annual),0,0,370,Annual,0.005405,0.539,Direct
IT & Web,vCita Essentials (Annual),1,0,813,Annual,0.000000,0,Direct
Fitness,vCita Online Scheduling (Monthly),0,1,165,Monthly,0.200000,0,Direct
"Home & Garden Work, Cleaning & Repair",Business (Annual),0,0,495,Annual,0.000000,0,Direct
Coaching & Consulting,vCita Essentials (Annual),0,0,484,Annual,0.000000,0,Direct
Counseling & Mental Health,vCita Business (Monthly),0,0,154,Monthly,1.909091,0,Direct
"Sales, Marketing & Advertising",vCita Business (Monthly),0,0,515,Monthly,0.000000,0,Direct
Coaching & Consulting,Obs. vCita Essentials (Annual),0,0,1496,Annual,0.000000,0,Direct
Coaching & Consulting,vCita Online Scheduling (Annual),0,1,1115,Annual,0.013453,0,Direct
"Home & Garden Work, Cleaning & Repair",vCita Online Payments (Annual),0,0,1113,Annual,0.000000,0,Direct
Business Services,vCita Business (Annual),0,0,1349,Annual,0.000741,0,Direct
"Sales, Marketing & Advertising",vCita Essentials (Monthly),0,1,131,Monthly,0.473282,5.878,Direct
Coaching & Consulting,vCita Business (Annual),0,0,1120,Annual,0.000000,0,Direct
"Events, Planning & Catering",vCita Essentials (Monthly),0,0,245,Monthly,0.004082,0,Direct
Business Services,vCita Business (Annual),0,0,414,Annual,0.004831,0,Reseller
Financial Services,vCita Business Single (Annual),1,0,106,Annual,0.066038,0,Direct
Health & Wellness,vCita Business Single (Monthly),0,1,53,Monthly,2.264151,4.017,Direct
Fitness,vCita Business Single (Monthly),0,0,48,Monthly,0.000000,0,Direct
Photography & Video,vCita Online Scheduling (Annual),0,0,1478,Annual,0.000677,0,Direct
Coaching & Consulting,vCita Online Scheduling (Annual),0,0,1110,Annual,0.000901,0,Reseller
"Education, Instruction & Tutoring",vCita Essentials (Monthly),1,0,695,Monthly,0.000000,0,Direct
Coaching & Consulting,vCita Essentials (Monthly),0,0,31,Monthly,0.000000,0,Direct
Legal Services,vCita Online Scheduling (Monthly),0,0,263,Monthly,0.087452,0,Direct
Coaching & Consulting,vCita Platinum (Monthly),0,0,62,Monthly,0.016129,0,Direct
Business Services,vCita Business (Annual),1,0,601,Annual,0.000000,0,Direct
"Sales, Marketing & Advertising",vCita Platinum (Monthly),0,0,121,Monthly,0.000000,0,Direct
Government & Non-profit,vCita Essentials (Annual),0,0,409,Annual,0.000000,0,Direct
"Sales, Marketing & Advertising",vCita Essentials (Monthly),0,0,305,Monthly,0.059016,0,Direct
"Education, Instruction & Tutoring",vCita Platinum (Monthly),0,0,76,Monthly,0.026316,0,Direct
Health & Wellness,vCita Online Scheduling (Monthly),0,0,257,Monthly,0.066148,0,Direct
Auto Services,vCita Online Scheduling (Monthly),0,0,432,Monthly,0.004630,0,Direct
"Home & Garden Work, Cleaning & Repair",vCita Essentials (Monthly),0,0,895,Monthly,0.001117,0,Direct
Financial Services,vCita Business (Annual),0,0,407,Annual,0.000000,0,Direct
Business Services,vCita Essentials (Monthly),0,0,181,Monthly,0.011050,0,Direct
"Sales, Marketing & Advertising",Business (Annual),0,0,469,Annual,0.000000,0,Direct
Coaching & Consulting,vCita Essentials (Monthly),0,0,144,Monthly,0.000000,0,Direct
"Sales, Marketing & Advertising",vCita Business (Monthly),0,0,307,Monthly,0.110749,0,Direct
Healthcare & Medical,vCita Platinum (Annual),0,0,782,Annual,0.000000,0,Direct
"Sales, Marketing & Advertising",vCita Online Scheduling (Monthly),0,0,917,Monthly,0.030534,0,Direct
Coaching & Consulting,vCita Business (Annual),0,0,1645,Annual,0.007903,0,Direct
Wedding Services,vCita Essentials (Monthly),0,0,1001,Monthly,0.000000,0,Direct
Coaching & Consulting,vCita Essentials (Monthly),1,0,402,Monthly,0.000000,0,Direct
"Hospitality, Travel & Leisure",vCita Essentials (Annual),1,0,253,Annual,0.000000,0,Direct
Fitness,vCita Essentials (Monthly),0,0,31,Monthly,0.000000,0,Direct
"Sales, Marketing & Advertising",Business (Annual),0,0,423,Annual,0.000000,0,Direct
Artists & Designers,vCita Online Scheduling (Monthly),0,0,181,Monthly,0.000000,0,Direct
Financial Services,vCita Platinum (Monthly),0,0,122,Monthly,0.032787,0,Direct
Health & Wellness,vCita Essentials (Monthly),0,0,348,Monthly,0.000000,0,Direct
Writing & Language Services,vCita Essentials (Annual),0,0,468,Annual,0.044872,0,Direct
"Education, Instruction & Tutoring",vCita Business (Annual),1,1,251,Annual,0.163347,52.203,Direct
Auto Services,vCita Business Single (Monthly),1,1,329,Monthly,0.100304,13.602,Direct
Real Estate,vCita Online Scheduling (Monthly),0,0,40,Monthly,0.025000,0,Direct
"Sales, Marketing & Advertising",vCita Essentials (Monthly),0,0,202,Monthly,0.000000,0,Direct
Business Services,Obs. vCita Essentials (Annual),0,0,518,Annual,0.000000,0,Direct
Coaching & Consulting,vCita Essentials (Monthly),0,1,304,Monthly,0.000000,10.231,Direct
"Home & Garden Work, Cleaning & Repair",vCita Business (Monthly),0,0,169,Monthly,0.017751,0,Direct
"Sales, Marketing & Advertising",vCita Essentials (Monthly),0,0,151,Monthly,0.000000,0,Direct
Counseling & Mental Health,vCita Business Single (Monthly),0,0,158,Monthly,0.088608,0,Direct
Coaching & Consulting,vCita Online Scheduling (Monthly),1,0,1337,Monthly,0.000000,0,Direct
Beauty & Personal Care,Business (Annual),0,0,454,Annual,0.000000,0,Direct
Coaching & Consulting,vCita Essentials (Annual),0,0,1488,Annual,0.000000,0,Direct
Photography & Video,vCita Essentials (Monthly),1,0,796,Monthly,0.002513,1.005,Direct
Healthcare & Medical,vCita Essentials (Monthly),0,0,60,Monthly,0.000000,0.667,Reseller
Business Services,vCita Essentials (Monthly),1,0,159,Monthly,0.056604,0,Direct
Business Services,vCita Platinum (Monthly),0,0,211,Monthly,0.004739,0,Direct
"Education, Instruction & Tutoring",vCita Platinum (Monthly),0,0,105,Monthly,0.095238,0,Reseller
Health & Wellness,vCita Online Scheduling (Annual),0,0,1148,Annual,0.000000,0,Direct
Alternative Medicine,vCita Platinum (Monthly),0,0,350,Monthly,0.002857,0,Direct
Real Estate,vCita Business (Monthly),0,0,31,Monthly,0.096774,0,Direct
"Sales, Marketing & Advertising",vCita Business (Annual),0,0,375,Annual,0.000000,0,Reseller
Coaching & Consulting,vCita Essentials (Annual),0,0,1380,Annual,0.000725,0.054,Reseller
"Sales, Marketing & Advertising",vCita Business (Monthly),0,0,31,Monthly,0.000000,0,Direct
Writing & Language Services,vCita Essentials (Monthly),1,0,652,Monthly,0.001534,0,Direct
Healthcare & Medical,vCita Online Scheduling (Monthly),0,0,89,Monthly,0.000000,0,Reseller
"Sales, Marketing & Advertising",vCita Essentials (Monthly),0,0,60,Monthly,0.050000,0,Direct
Coaching & Consulting,vCita Business (Monthly),0,0,1125,Monthly,0.004444,0.222,Direct
"Sales, Marketing & Advertising",vCita Platinum (Monthly),0,0,127,Monthly,0.007874,0,Direct
Coaching & Consulting,vCita Online Scheduling (Monthly),0,0,542,Monthly,0.018450,2.415,Direct
"Home & Garden Work, Cleaning & Repair",vCita Business (Annual),0,0,423,Annual,0.000000,0,Direct
Health & Wellness,vCita Online Scheduling (Monthly),1,1,23,Monthly,6.478261,0,Direct
Coaching & Consulting,vCita Online Scheduling (Annual),1,0,63,Annual,0.111111,0,Direct
Healthcare & Medical,vCita Essentials (Monthly),0,0,87,Monthly,0.000000,8.621,Direct
Financial Services,vCita Business (Annual),1,0,803,Annual,0.029888,0,Direct
Beauty & Personal Care,vCita Essentials (Monthly),0,0,63,Monthly,0.063492,0,Direct
Business Services,vCita Platinum (Monthly),0,0,77,Monthly,0.025974,0,Direct
Auto Services,vCita Essentials (Monthly),0,0,61,Monthly,0.000000,0,Reseller
"Sales, Marketing & Advertising",vCita Platinum (Monthly),0,0,31,Monthly,0.032258,0,Direct
Business Services,vCita Business (Monthly),0,0,202,Monthly,0.000000,0,Direct
"Sales, Marketing & Advertising",Business (Annual),0,0,443,Annual,0.000000,0,Direct
Coaching & Consulting,vCita Online Scheduling (Monthly),0,0,500,Monthly,0.012000,0,Direct
Counseling & Mental Health,vCita Online Scheduling (Monthly),0,0,183,Monthly,0.016393,0,Direct
Coaching & Consulting,vCita Essentials (Monthly),0,0,225,Monthly,0.008889,0,Direct
Photography & Video,vCita Online Scheduling (Monthly),0,0,343,Monthly,0.000000,0,Direct
Business Services,vCita Business (Monthly),0,0,69,Monthly,0.000000,0,Direct
"Sales, Marketing & Advertising",vCita Online Payments (Annual),1,0,1519,Annual,0.000000,0,Reseller
"Home & Garden Work, Cleaning & Repair",vCita Platinum (Annual),0,0,378,Annual,0.007937,0,Direct
Financial Services,vCita Essentials (Monthly),1,1,57,Monthly,0.105263,0,Direct
Coaching & Consulting,vCita Platinum (Monthly),0,0,67,Monthly,0.119403,0,Direct
"Home & Garden Work, Cleaning & Repair",vCita Business (Annual),1,0,640,Annual,0.000000,0,Direct
Healthcare & Medical,vCita Platinum (Monthly),0,0,38,Monthly,0.710526,0,Direct
IT & Web,vCita Essentials (Monthly),0,0,188,Monthly,0.000000,0,Reseller
Healthcare & Medical,vCita Essentials (Monthly),0,0,30,Monthly,0.000000,0,Direct
Coaching & Consulting,vCita Online Scheduling (Annual),0,0,367,Annual,0.000000,0,Reseller
IT & Web,vCita Business (Monthly),0,0,367,Monthly,0.000000,0,Direct
Coaching & Consulting,vCita Online Scheduling (Monthly),0,0,31,Monthly,0.129032,0,Direct
Business Services,vCita Essentials (Monthly),0,0,75,Monthly,0.146667,4.013,Direct
Financial Services,vCita Online Scheduling (Annual),1,0,825,Annual,0.000000,0,Direct
"Home & Garden Work, Cleaning & Repair",vCita Business (Annual),1,0,896,Annual,0.000000,0,Direct
Business Services,vCita Essentials (Monthly),0,0,31,Monthly,0.000000,0,Direct
"Education, Instruction & Tutoring",vCita Essentials (Monthly),0,0,125,Monthly,0.472000,0,Direct
Business Services,vCita Business (Monthly),0,0,2,Monthly,0.000000,0,Direct
Business Services,vCita Business (Monthly),0,0,87,Monthly,0.000000,0,Direct
"Hospitality, Travel & Leisure",vCita Essentials (Annual),1,0,775,Annual,0.002581,0,Direct
Beauty & Personal Care,vCita Business (Annual),1,0,817,Annual,0.001224,0,Direct
IT & Web,vCita Essentials (Monthly),0,0,35,Monthly,0.057143,0,Direct
Business Services,vCita Online Scheduling (Monthly),0,0,396,Monthly,0.000000,0,Direct
Beauty & Personal Care,Business (Annual),0,0,466,Annual,0.000000,0,Direct
Auto Services,Business (Monthly),0,0,385,Monthly,0.000000,0,Direct
Coaching & Consulting,vCita Platinum (Annual - Promo),0,0,101,Annual,0.000000,0,Direct
Beauty & Personal Care,vCita Essentials (Annual),0,0,93,Annual,0.053763,0,Direct
"Home & Garden Work, Cleaning & Repair",vCita Online Payments (Monthly),1,0,1345,Monthly,0.000000,0,Direct
Healthcare & Medical,vCita Platinum (Annual),1,0,766,Annual,0.000000,0,Direct
Business Services,vCita Business (Annual),1,0,682,Annual,0.002933,0,Direct
"Events, Planning & Catering",vCita Essentials (Monthly),0,0,42,Monthly,0.309524,0,Direct
Coaching & Consulting,vCita Essentials (Monthly),0,0,181,Monthly,0.093923,0.699,Direct
Healthcare & Medical,vCita Platinum (Monthly),0,0,51,Monthly,0.078431,0,Reseller
Auto Services,vCita Business Single (Annual),1,1,140,Annual,0.614286,24.721,Direct
"Events, Planning & Catering",vCita Essentials (Monthly),0,0,40,Monthly,0.075000,0,Direct
"Sales, Marketing & Advertising",vCita Essentials (Monthly),0,0,38,Monthly,0.000000,26.316,Direct
Coaching & Consulting,vCita Online Scheduling (Annual),0,1,1119,Annual,0.026810,0,Direct
Fitness,vCita Online Scheduling (Monthly),0,0,31,Monthly,0.000000,0,Direct
Coaching & Consulting,vCita Business (Monthly),0,0,61,Monthly,0.016393,0,Direct
Legal Services,vCita Essentials (Monthly),0,0,31,Monthly,0.000000,0,Direct
Real Estate,vCita Essentials (Monthly),1,1,48,Monthly,0.000000,0,Direct
"Events, Planning & Catering",vCita Essentials (Monthly),0,0,181,Monthly,0.000000,0,Direct
Real Estate,vCita Business (Annual),0,0,409,Annual,0.000000,0,Direct
"Home & Garden Work, Cleaning & Repair",vCita Online Scheduling (Monthly),0,0,46,Monthly,0.000000,0,Direct
Fitness,vCita Business (Annual),0,0,789,Annual,0.000000,0,Direct
Coaching & Consulting,vCita Essentials (Annual),0,0,365,Annual,0.005479,0,Reseller
Beauty & Personal Care,vCita Essentials (Monthly),0,0,186,Monthly,0.000000,0,Direct
"Home & Garden Work, Cleaning & Repair",vCita Online Scheduling (Annual),1,0,688,Annual,0.000000,0,Direct
Coaching & Consulting,vCita Essentials (Monthly),0,0,31,Monthly,0.000000,0,Direct
Government & Non-profit,vCita Online Scheduling (Monthly),0,0,123,Monthly,0.000000,0,Direct
Coaching & Consulting,vCita Essentials (Monthly),0,0,7,Monthly,0.142857,0,Direct
Business Services,vCita Business Single (Monthly),1,0,157,Monthly,0.025478,0.013,Direct
"Hospitality, Travel & Leisure",vCita Essentials (Monthly),0,0,61,Monthly,0.000000,0,Direct
Business Services,vCita Essentials (Monthly),0,0,30,Monthly,0.000000,0,Direct
Photography & Video,vCita Essentials (Monthly),0,0,34,Monthly,0.029412,1.637,Direct
Photography & Video,vCita Essentials (Monthly),0,0,153,Monthly,0.000000,0,Direct
"Education, Instruction & Tutoring",vCita Business (Monthly),0,0,31,Monthly,0.000000,0,Direct
Beauty & Personal Care,vCita Business (Monthly),0,1,46,Monthly,3.173913,0,Reseller
Coaching & Consulting,vCita Business (Monthly),0,0,61,Monthly,0.000000,0,Direct
Health & Wellness,vCita Platinum (Annual),1,0,777,Annual,0.002574,0,Direct
Animal Services,vCita Business Single (Monthly),0,0,30,Monthly,1.800000,0,Direct
Coaching & Consulting,vCita Business (Monthly),0,0,60,Monthly,0.000000,0,Direct
Beauty & Personal Care,vCita Platinum (Annual),1,0,803,Annual,0.001245,0,Direct
Business Services,vCita Platinum Single (Annual),1,0,7,Annual,0.000000,0,Direct
Artists & Designers,vCita Online Scheduling (Annual),1,1,83,Annual,0.240964,0,Direct
Beauty & Personal Care,vCita Business (Monthly),0,0,31,Monthly,0.032258,0,Direct
Coaching & Consulting,vCita Platinum (Monthly),0,0,62,Monthly,0.000000,0,Direct
IT & Web,vCita Business (Monthly),0,0,110,Monthly,0.000000,0,Reseller
Business Services,vCita Essentials (Monthly),0,0,65,Monthly,0.000000,0,Direct
Legal Services,vCita Platinum (Monthly),0,0,1167,Monthly,0.000000,0,Direct
"Home & Garden Work, Cleaning & Repair",vCita Online Scheduling (Annual),1,0,850,Annual,0.000000,0,Direct
"Education, Instruction & Tutoring",vCita Essentials (Annual),1,0,709,Annual,0.000000,0,Direct
"Sales, Marketing & Advertising",vCita Essentials (Monthly),0,0,30,Monthly,0.033333,0,Direct
Fitness,vCita Business (Annual),0,0,365,Annual,0.000000,0,Direct
"Home & Garden Work, Cleaning & Repair",vCita Business (Monthly),0,0,64,Monthly,0.156250,0,Direct
Financial Services,vCita Essentials (Monthly),0,0,214,Monthly,0.000000,0,Direct
Financial Services,vCita Online Scheduling (Annual),1,1,67,Annual,0.298507,0,Direct
"Sales, Marketing & Advertising",vCita Essentials (Monthly),0,0,31,Monthly,0.000000,0,Direct
Beauty & Personal Care,vCita Platinum (Annual),1,0,66,Annual,0.015152,0,Direct
Artists & Designers,vCita Essentials (Monthly),1,0,55,Monthly,0.000000,0,Direct
Healthcare & Medical,vCita Essentials (Monthly),0,0,540,Monthly,0.000000,0,Reseller
"Sales, Marketing & Advertising",vCita Platinum (Annual),1,0,729,Annual,0.000000,0,Direct
"Events, Planning & Catering",vCita Essentials (Monthly),0,0,31,Monthly,0.000000,0,Direct
"Sales, Marketing & Advertising",Essentials (Annual),0,0,372,Annual,0.000000,0,Direct
Coaching & Consulting,vCita Essentials (Annual),1,0,645,Annual,0.000000,0,Direct
Business Services,vCita Platinum Single (Monthly),1,0,53,Monthly,0.037736,0,Direct
Beauty & Personal Care,vCita Essentials (Monthly),0,0,31,Monthly,0.000000,0,Direct
